priority_rank,review_wave,review_reason,cnpj_emissor,nome_emissor,setor_n1,setor_n2,confidence,linhas_oferta,volume_total_registrado,volume_encerrado_conservador,platform_coverage_level,classification_evidence,expected_primary_docs,review_goal,cnpj,regulamento_count,document_count_total,latest_regulamento_file,latest_regulamento_date,pdf_extraction_status,setor_n1_document,setor_n2_document,setor_n1_final,setor_n2_final,feature_hits_count,feature_hits_share,subordination_main_pct,monocedente_or_multicedente,concentrated_or_pulverized_debtors,manual_review_status
1,Onda 1 - top 50 por volume,confianca_media_alto_volume,63662224000189,FIDC SANTANDER AUTO LOANS I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Crédito PF,Auto/Veículos,media,1,3000000000.0,3000000000.0,sem_curadoria_local,nome_emissor: regex `\bAUTO\b`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,63662224000189,4.0,8.0,data/raw/63662224000189/1059307_regulamento_regulamento_1059307_2025-12-10_2025-12-10.pdf,2025-12-10,cache,Crédito PF,Auto/Veículos,Crédito PF,Auto/Veículos,1.0,0.07142857142857142,,indeterminado,indeterminado,regulamento_lido_heuristico
232,Onda 3 - acima de R$100mm,sem_classificacao_setorial,55198653000119,DAYCOVAL D123 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,150000000.0,150000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,55198653000119,3.0,11.0,data/raw/55198653000119/932768_regulamento_regulamento_932768_2025-06-06_2025-06-06.pdf,2025-06-06,ok,Crédito PF,Consignado/INSS,Crédito PF,Consignado/INSS,8.0,0.5714285714285714,,indeterminado,concentrado,regulamento_lido_heuristico
233,Onda 3 - acima de R$100mm,sem_classificacao_setorial,34508357000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IRON CAPITAL - MEUCASHCARD,Não classificado,Revisar manualmente,baixa,3,150000000.0,150000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,34508357000105,13.0,18.0,data/raw/34508357000105/910724_regulamento_regulamento_910724_2025-05-20_2025-05-20.pdf,2025-05-20,ok,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
234,Onda 3 - acima de R$100mm,sem_classificacao_setorial,60761580000161,FGCB I FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,149000000.0,149000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,60761580000161,1.0,6.0,data/raw/60761580000161/949782_regulamento_regulamento_949782_2025-07-10_2025-07-10.pdf,2025-07-10,ok,Crédito PF,Auto/Veículos,Crédito PF,Auto/Veículos,8.0,0.5714285714285714,,indeterminado,indeterminado,regulamento_lido_heuristico
235,Onda 3 - acima de R$100mm,sem_classificacao_setorial,63066147000102,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS INCLUSAO CREDIARIA RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,145350000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,63066147000102,3.0,12.0,data/raw/63066147000102/1085943_regulamento_regulamento_1085943_2026-01-15_2026-01-15.pdf,2026-01-15,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,10.0,0.7142857142857143,,indeterminado,indeterminado,triagem_documental_forte
236,Onda 3 - acima de R$100mm,sem_classificacao_setorial,60010893000188,SIMPALA ÁRTICO FEDERAL FIDC FINANCEIRO RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,3,142500000.0,95000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,60010893000188,8.0,18.0,data/raw/60010893000188/893460_regulamento_regulamento_893460_2025-05-02_2025-05-02.pdf,2025-05-02,ok,Crédito PJ,CCB/Notas comerciais/Capital de giro,Crédito PJ,CCB/Notas comerciais/Capital de giro,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
237,Onda 3 - acima de R$100mm,sem_classificacao_setorial,38314663000153,EMUNAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,9,140000000.0,90000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,38314663000153,14.0,18.0,data/raw/38314663000153/822552_regulamento_regulamento_822552_2025-01-16_2025-01-16.pdf,2025-01-16,ok,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,2.0,0.14285714285714285,,indeterminado,indeterminado,regulamento_lido_heuristico
238,Onda 3 - acima de R$100mm,sem_classificacao_setorial,59400657000199,DAYCOVAL D232 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,2,137000000.0,30000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,59400657000199,6.0,14.0,data/raw/59400657000199/1201240_regulamento_regulamento_1201240_2026-05-21_2026-05-21.pdf,2026-05-21,ok,Crédito PF,Auto/Veículos,Crédito PF,Auto/Veículos,11.0,0.7857142857142857,,indeterminado,concentrado,triagem_documental_forte
239,Onda 3 - acima de R$100mm,sem_classificacao_setorial,55685665000178,IRONWOOD CONSIG MULTI I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,4,133000000.0,133000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,55685665000178,5.0,18.0,data/raw/55685665000178/951782_regulamento_regulamento_951782_2025-07-09_2025-07-09.pdf,2025-07-09,ok,Crédito PF,FGTS,Crédito PF,FGTS,12.0,0.8571428571428571,,indeterminado,concentrado,triagem_documental_forte
240,Onda 3 - acima de R$100mm,sem_classificacao_setorial,61631300000163,ORIZ JUS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,131000000.0,131000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,61631300000163,7.0,14.0,data/raw/61631300000163/962809_regulamento_regulamento_962809_2025-08-07_2025-08-07.pdf,2025-08-07,ok,Crédito PF,Auto/Veículos,Crédito PF,Auto/Veículos,8.0,0.5714285714285714,,cedente_nomeado,concentrado,regulamento_lido_heuristico
241,Onda 3 - acima de R$100mm,sem_classificacao_setorial,29242926000175,CONSIGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,14,130500003.42,85500003.09,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,29242926000175,9.0,18.0,data/raw/29242926000175/1124290_regulamento_regulamento_1124290_2026-02-27_2026-02-27.pdf,2026-02-27,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,11.0,0.7857142857142857,,indeterminado,indeterminado,triagem_documental_forte
242,Onda 3 - acima de R$100mm,sem_classificacao_setorial,42174080000141,RAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,4,130000000.0,130000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,42174080000141,12.0,18.0,data/raw/42174080000141/962782_regulamento_regulamento_962782_2025-08-07_2025-08-07.pdf,2025-08-07,ok,Agro,Agro,Agro,Agro,11.0,0.7857142857142857,,cedente_nomeado,indeterminado,triagem_documental_forte
243,Onda 3 - acima de R$100mm,sem_classificacao_setorial,51155531000194,G5 SPECIAL F SEN IPCA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,130000000.0,130000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,51155531000194,1.0,8.0,data/raw/51155531000194/715236_regulamento_regulamento_715236_2024-08-01_2024-08-01.pdf,2024-08-01,ok,Agro,Agro,Agro,Agro,12.0,0.8571428571428571,,monocedente,concentrado,triagem_documental_forte
244,Onda 3 - acima de R$100mm,sem_classificacao_setorial,55037275000191,W CAPITAL II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,130000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,55037275000191,1.0,15.0,data/raw/55037275000191/752387_regulamento_regulamento_752387_2024-10-04_2024-10-04.pdf,2024-10-04,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,11.0,0.7857142857142857,,indeterminado,concentrado,triagem_documental_forte
245,Onda 3 - acima de R$100mm,sem_classificacao_setorial,58426775000103,CVPAR NC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,4,130000000.0,80000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,58426775000103,1.0,12.0,data/raw/58426775000103/810290_regulamento_regulamento_810290_2024-12-10_2024-12-10.pdf,2024-12-10,ok,Crédito PJ,CCB/Notas comerciais/Capital de giro,Crédito PJ,CCB/Notas comerciais/Capital de giro,8.0,0.5714285714285714,,indeterminado,indeterminado,regulamento_lido_heuristico
246,Onda 3 - acima de R$100mm,sem_classificacao_setorial,61853647000150,INSPIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,130000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,61853647000150,5.0,11.0,data/raw/61853647000150/986869_regulamento_regulamento_986869_2025-09-05_2025-09-05.pdf,2025-09-05,ok,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,4.0,0.2857142857142857,,indeterminado,indeterminado,regulamento_lido_heuristico
247,Onda 3 - acima de R$100mm,sem_classificacao_setorial,63848380000139,DAYCOVAL D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,1,130000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,63848380000139,2.0,3.0,data/raw/63848380000139/1068666_regulamento_regulamento_1068666_2025-12-18_2025-12-18.pdf,2025-12-18,ok,Crédito PF,FGTS,Crédito PF,FGTS,4.0,0.2857142857142857,,indeterminado,devedor_nomeado,regulamento_lido_heuristico
248,Onda 3 - acima de R$100mm,sem_classificacao_setorial,65873297000145,ARCELORMITTAL VERTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS COMERCIAIS - RESP LIMITADA,Não classificado,Revisar manualmente,baixa,1,128000000.0,128000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,65873297000145,3.0,8.0,data/raw/65873297000145/1155169_regulamento_regulamento_1155169_2026-04-06_2026-04-06.pdf,2026-04-06,ok,Crédito PJ,Risco sacado/fornecedores,Crédito PJ,Risco sacado/fornecedores,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
249,Onda 3 - acima de R$100mm,sem_classificacao_setorial,56973257000184,DOMUS OCTANTE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,2,126800000.0,126800000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,56973257000184,4.0,14.0,data/raw/56973257000184/883789_regulamento_regulamento_883789_2025-04-08_2025-04-08.pdf,2025-04-08,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,12.0,0.8571428571428571,,indeterminado,concentrado,triagem_documental_forte
250,Onda 3 - acima de R$100mm,sem_classificacao_setorial,63615626000122,DAYCOVAL D336 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,126000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,63615626000122,2.0,3.0,data/raw/63615626000122/1071784_regulamento_regulamento_1071784_2025-12-26_2025-12-26.pdf,2025-12-26,ok,Crédito PF,Consignado/INSS,Crédito PF,Consignado/INSS,10.0,0.7142857142857143,,indeterminado,concentrado,triagem_documental_forte
251,Onda 3 - acima de R$100mm,sem_classificacao_setorial,64078580000112,NTZ ALPHA PARTNERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,2,125000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,64078580000112,5.0,8.0,data/raw/64078580000112/1119487_regulamento_regulamento_1119487_2026-02-20_2026-02-20.pdf,2026-02-20,ok,Agro,Agro,Agro,Agro,7.0,0.5,,indeterminado,concentrado,regulamento_lido_heuristico
252,Onda 3 - acima de R$100mm,sem_classificacao_setorial,62758520000115,MB GENESIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,125000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,62758520000115,2.0,8.0,data/raw/62758520000115/1087977_regulamento_regulamento_1087977_2026-01-12_2026-01-12.pdf,2026-01-12,ok,Agro,Agro,Agro,Agro,9.0,0.6428571428571429,,multicedente,devedor_nomeado,regulamento_lido_heuristico
253,Onda 3 - acima de R$100mm,sem_classificacao_setorial,56057697000191,PRAIA INVESTMENTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,125000000.0,125000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,56057697000191,0.0,4.0,,,sem_regulamento,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,0.0,0.0,,indeterminado,indeterminado,sem_documento_local
254,Onda 3 - acima de R$100mm,sem_classificacao_setorial,66226268000154,LRS GCB FIDC RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,124091000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,66226268000154,2.0,3.0,data/raw/66226268000154/1167729_regulamento_regulamento_1167729_2026-04-22_2026-04-22.pdf,2026-04-22,ok,Infra/Energia,Energia/infra,Infra/Energia,Energia/infra,1.0,0.07142857142857142,,indeterminado,indeterminado,regulamento_lido_heuristico
